num,dep,arr
S503,HKP,GKP
S504,GKP,HKP
S505,HKP,GKP
S506,GKP,HKP
S8001,VUQ,HMQ
S8002,HMQ,VUQ
S8003,VUQ,MHQ
S8004,MHQ,VUQ
S8005,VUQ,HMQ
S8006,HMQ,VUQ
S8007,VUQ,HMQ
S8008,HMQ,VUQ
S8009,VUQ,MHQ
S8010,MHQ,VUQ
S8011,VUQ,MHQ
S8012,MHQ,VUQ
S8013,VUQ,MHQ
S8014,MHQ,VUQ
S8015,VUQ,HMQ
S8016,HMQ,VUQ
S8017,VUQ,MHQ
S8018,MHQ,VUQ
S8019,VUQ,MHQ
S8020,MHQ,VUQ
S8021,VUQ,HMQ
S8022,HMQ,VUQ
S8023,VUQ,MHQ
S8024,MHQ,VUQ
S8025,VUQ,HMQ
S8026,HMQ,VUQ
S8027,VUQ,MHQ
S8028,MHQ,VUQ
S8029,VUQ,HMQ
S8030,HMQ,VUQ
S8031,VUQ,MHQ
S8032,MHQ,VUQ
S8033,VUQ,MHQ
S8034,MHQ,VUQ
S8035,VUQ,HMQ
S8036,HMQ,VUQ
S8037,VUQ,HMQ
S8038,HMQ,VUQ
S8039,VUQ,MHQ
S8040,MHQ,VUQ
S8041,VUQ,HMQ
S8042,HMQ,VUQ
S8043,VUQ,HMQ
S8044,HMQ,VUQ
S8045,VUQ,HMQ
S8046,HMQ,VUQ
S8047,VUQ,HMQ
S8048,HMQ,VUQ
S8049,VUQ,MHQ
S8050,MHQ,VUQ
S8051,VUQ,HMQ
S8052,HMQ,VUQ
S8056,MHQ,VUQ
S8057,VUQ,HMQ
S8058,HMQ,VUQ
S8059,VUQ,HMQ
S8060,HMQ,VUQ
S8061,VUQ,HMQ
S8062,HMQ,VUQ
S8063,VUQ,HMQ
S8064,HMQ,VUQ
S8065,VUQ,HMQ
S8066,HMQ,VUQ
S8067,VUQ,HMQ
S8068,HMQ,VUQ
S8069,VUQ,MHQ
S8070,MHQ,VUQ
S8071,VUQ,HMQ
S8072,HMQ,VUQ
S8073,VUQ,HMQ
S8074,HMQ,VUQ
S8075,VUQ,HMQ
S8076,HMQ,VUQ
S8078,MHQ,VUQ
S8079,VUQ,MHQ
S8080,MHQ,VUQ
S8081,VUQ,HMQ
S8082,HMQ,VUQ
S8083,VUQ,HMQ
S8084,HMQ,VUQ
S8085,VUQ,HMQ
S8086,HMQ,VUQ
S8087,VUQ,HMQ
S8088,HMQ,VUQ
S8089,VUQ,HMQ
S8093,VUQ,HMQ
S8094,HMQ,VUQ
S8095,VUQ,HMQ
S8096,HMQ,VUQ
S8097,VUQ,HMQ
S8098,HMQ,VUQ
S8099,VUQ,MHQ
S8100,MHQ,VUQ
S8151,VUQ,HMQ
S8152,HMQ,VUQ
S901,JKP,TBP
S902,TJP,JKP
S903,BPP,TBP
S904,TJP,JKP
S905,JKP,TBP
S906,TBP,BPP
S907,JKP,TBP
S908,TBP,BPP
S909,BPP,TBP
S910,TBP,JKP
S911,JKP,TBP
S912,TBP,BPP
S913,BPP,TBP
S914,TBP,JKP
S915,JKP,TJP
S916,TBP,JKP
S917,JKP,TJP
S918,TBP,JKP
T134,DLT,SHH
T153,GZQ,UTH
T203,YMR,SHH
T204,SHH,YMR
T205,SHH,YMR
T206,YMR,SHH
T220,HFH,GGQ
T241,QHX,HFH
T245,ICW,WCN
T251,GZQ,TJP
T287,NNZ,BXP
T4115,BJP,BEP
T4116,BEP,BJP
T4117,BJP,BEP
T4118,BEP,BJP
T4203,BTC,XTC
T4205,HHC,EEC
T4206,EEC,HHC
T4233,XAY,BJY
T4235,XAY,BJY
T4251,JNK,HIK
T4252,HIK,JNK
T4319,HFH,WHH
T4320,WHH,HFH
T4323,YNG,NCG
T4324,NCG,YNG
T5316,DLT,JZD
T5325,CCT,YRT
T5326,YRT,CCT
T5327,CCT,YRT
T5328,YRT,CCT
T5329,CCT,SLL
T5330,SLL,CCT
T63,BJP,HFH
T6301,BTC,EEC
T6302,EEC,BTC
T64,HFH,BJP
T6501,WAR,YMR
T6502,YMR,WAR
T6519,WAR,YMR
T6520,YMR,WAR
T7575,HIK,JNK
T7577,JNK,HIK
T7773,NJH,AFH
T7777,NJH,AFH
T7787,BZH,HFH
T7788,HFH,BZH
T79,NNZ,SNH
T8001,NCG,GZG
T8002,GZG,NCG
T8303,GZQ,DIQ
T8304,DIQ,GZQ
T8309,YYQ,GZQ
T8310,GZQ,YYQ
T8321,DIQ,CSQ
T8322,CSQ,DIQ
T8323,CSQ,DIQ
T8324,DIQ,CSQ
T8366,MOQ,GGQ
T8368,GGQ,MOQ
T8380,DPI,GGQ
T8382,GGQ,DPI
T8711,FBZ,BHZ
T8713,BHZ,FBZ
T8715,FBZ,BHZ
T8717,BHZ,FBZ
T9507,WAR,SZR
T9508,SZR,WAR
T9511,WAR,SZR
T9512,SZR,WAR
T9517,WAR,KSR
T9581,WAR,KHR
T9582,KHR,WAR
T9583,WAR,KHR
T9584,KHR,WAR
T9585,WAR,KHR
T9586,KHR,WAR
Y501,BXP,HSP
Y502,HSP,BXP
Y503,HSP,VVP
Y504,VVP,HSP
Y509,BJP,QTP
Y510,QTP,BJP
Y511,CDP,HDP
Y512,HDP,CDP
Y513,HDP,CDP
Y514,CDP,HDP
Y531,IXP,VVP
Y532,VVP,IXP
Y533,VVP,IXP
Y534,IXP,VVP
Y535,BJP,IXP
Y536,IXP,BJP
Y667,LZJ,DHJ
Y668,DHJ,LZJ
Y669,DHJ,LZJ
Y670,LZJ,DHJ
Y701,INJ,JGJ
Y702,JGJ,INJ
Y807,YIJ,LZJ
Y808,LZJ,YIJ
Y823,LZJ,JGJ
Y951,WAR,HFR
Y952,HFR,WAR
Y953,WAR,BXR
Y954,BXR,WAR
Y955,BXR,HFR
Y956,HFR,BXR
Y957,HFR,BXR
Y958,BXR,HFR
Y961,VTR,WAR
Y962,WAR,VTR
Y963,WAR,VTR
Y964,VTR,WAR
Z107,BXP,SZQ
Z108,SZQ,BXP
Z133,BXP,JGG
Z134,JGG,BXP
Z228,BJP,HFH
Z276,BXP,YIJ
Z28,WCN,SNH
Z289,KMM,NGH
Z307,BXP,XKS
Z308,XKS,BXP
Z317,BJP,BTC
Z318,BTC,BJP
Z319,DTV,BTC
Z320,BTC,DTV
Z33,NGH,WCN
Z34,WCN,NGH
Z5001,CCT,ZLT
Z5002,BCT,CCT
Z5003,CCT,BCT
Z5004,ZLT,CCT
Z5005,CCT,BCT
Z5006,BCT,CCT
Z5063,CCT,BCT
Z5064,BCT,CCT
Z57,FZS,BJP
Z58,BJP,FZS
Z59,BJP,FZS
Z60,FZS,BJP
Z63,BJP,CCT
Z64,CCT,BJP
Z65,BXP,NCG
Z6531,KSR,VTR
Z6532,VTR,KSR
Z6533,KSR,VTR
Z6534,VTR,KSR
Z6535,KSR,VTR
Z6536,VTR,KSR
Z66,NCG,BXP
Z67,BXP,NCG
Z68,NCG,BXP
Z71,BJP,SHS
Z72,SHS,BJP
Z75,BXP,LZJ
Z76,LZJ,BXP
Z8002,VIQ,GGQ
Z8004,GGQ,VIQ
Z8301,QJM,KMM
Z8302,KMM,QJM
Z8303,QJM,KMM
Z8304,KMM,QJM
Z8305,QJM,KMM
Z8306,KMM,QJM
Z8307,QJM,KMM
Z8308,KMM,QJM
Z8311,HEM,KMM
Z8312,KMM,HEM
Z8321,XWM,KMM
Z8322,KMM,XWM
Z8323,XWM,KMM
Z8324,KMM,XWM
Z87,HZH,XAY
Z9221,XAY,BJY
Z9222,BJY,XAY
Z9761,NNZ,BHZ
Z9762,BHZ,NNZ
Z9801,LSO,RKO
Z9802,RKO,LSO
C1001,CCT,YXL
C1002,YXL,CCT
C1003,CCT,HUL
C1004,YXL,CCT
C1005,CRT,YXL
C1006,YXL,CCT
C1007,CCT,YXL
C1008,HUL,CCT
C1009,CRT,HUL
C1010,YXL,CRT
C1011,CCT,YXL
C1012,HUL,CCT
C1013,CCT,HUL
C1014,HUL,CCT
C1015,CCT,HUL
C1016,YXL,CCT
C1017,CCT,YXL
C1018,YXL,CCT
C1019,CCT,YXL
C1020,YXL,CCT
C1021,CRT,YXL
C1022,HUL,CRT
C1023,CCT,HUL
C1024,YXL,CRT
C1025,CCT,YXL
C1026,HUL,CRT
C1027,CCT,YXL
C1028,YXL,CCT
C1037,DHL,HUL
C1041,CCT,YXL
C1042,HUL,CCT
C1043,CCT,HUL
C1044,HUL,CCT
C1045,CRT,YXL
C1046,YXL,CCT
C1047,CCT,YXL
C1048,YXL,CRT
C1049,CCT,YXL
C1050,YXL,CCT
C1065,CRT,HUL
C1102,SOT,TLD
C1104,TLD,SYT
C1106,SYT,TLD
C1108,TLD,SOT
C1110,SOT,TLD
C1112,TLD,SOT
C1114,SOT,TLD
C1116,TLD,SBT
C1118,SBT,TLD
C1120,TLD,SYT
C1122,SYT,TLD
C1124,TLD,SOT
C1125,TLD,BXT
C1126,BXT,TLD
C1128,TLD,BXT
C1138,DUT,TLD
C1140,TLD,SOT
C1201,CRT,JLL
C1202,JLL,CCT
C1203,CRT,JLL
C1204,JLL,CCT
C1205,CCT,JOL
C1206,JLL,CCT
C1207,CCT,JLL
C1208,JOL,CCT
C1209,CCT,JLL
C1210,JLL,CCT
C1211,CCT,JLL
C1212,JLL,CCT
C1213,CCT,JLL
C1214,JLL,CCT
C1215,CCT,JLL
C1216,JLL,CCT
C1217,CCT,JLL
C1218,JLL,CCT
C1219,CCT,JOL
C1220,JLL,CCT
C1221,CCT,JLL
C1222,JOL,CCT
C1223,CCT,JLL
C1224,JLL,CCT
C1225,CRT,JOL
C1226,JLL,CCT
C1227,CCT,JLL
C1228,JOL,CCT
C1229,CCT,JLL
C1230,JLL,CCT
C1232,JLL,CCT
C1233,CCT,JLL
C1239,CCT,JOL
C1240,JOL,CCT
C1241,CCT,JLL
C1243,CCT,JLL
C1245,CCT,JLL
C1246,JLL,CCT
C1248,JLL,CCT
C1249,CRT,JLL
C1250,JLL,CCT
C1251,CCT,JLL
C1263,CCT,JOL
C1264,JOL,CCT
C1265,CCT,JLL
C1266,JLL,CCT
C1271,CRT,JLL
C1311,CCT,WWT
C1312,WWT,CCT
C1501,CCT,BCT
C1502,ZLT,CCT
C1503,CCT,WWT
C1504,BCT,CCT
C1505,CCT,ZLT
C1506,ZLT,CCT
C1507,CCT,BCT
C1508,WWT,CCT
C1509,CCT,WWT
C1510,BCT,CCT
C1511,CCT,BCT
C1512,WWT,CCT
C1517,CCT,KTT
C1518,KTT,CCT
C1519,CCT,WWT
C1520,BCT,CCT
C1522,VYT,CCT
C1523,CCT,VYT
C1524,VYT,CCT
C1525,CCT,VYT
C1526,VYT,CCT
C1531,CCT,VYT
C1532,VYT,CCT
C1533,CCT,VYT
C1534,VYT,CCT
C1535,CCT,VYT
C1536,VYT,CCT
C2001,VNP,TJP
C2002,TJP,VNP
C2003,VNP,TJP
C2004,TJP,VNP
C2005,VNP,TJP
C2006,TJP,VNP
C2007,VNP,TJP
C2008,TJP,VNP
C2009,VNP,TJP
C2010,TJP,VNP
C2011,VNP,TJP
C2012,TJP,VNP
C2013,VNP,TJP
C2014,TJP,VNP
C2015,VNP,TJP
C2016,TJP,VNP
C2017,VNP,TJP
C2018,TJP,VNP
C2019,VNP,TJP
C2020,TJP,VNP
C2021,VNP,TJP
C2022,TJP,VNP
C2023,VNP,TJP
C2024,TJP,VNP
C2025,VNP,TJP
C2026,TJP,VNP
C2027,VNP,TJP
C2028,TJP,VNP
C2029,VNP,TJP
C2030,TJP,VNP
C2031,VNP,TJP
C2032,TJP,VNP
C2033,VNP,TJP
C2034,TJP,VNP
C2035,VNP,TJP
C2036,TJP,VNP
C2037,VNP,TJP
C2038,TJP,VNP
C2039,VNP,TJP
C2040,TJP,VNP
C2041,VNP,TJP
C2042,TJP,VNP
C2043,VNP,TJP
C2044,TJP,VNP
C2045,VNP,TJP
C2046,TJP,VNP
C2047,VNP,TJP
C2048,TJP,VNP
C2049,VNP,TJP
C2050,TJP,VNP
C2051,VNP,TJP
C2052,TJP,VNP
C2053,VNP,TJP
C2054,TJP,VNP
C2055,VNP,TJP
C2056,TJP,VNP
C2057,VNP,TJP
C2058,TJP,VNP
C2059,VNP,TJP
C2060,TJP,VNP
C2061,VNP,TJP
C2062,TJP,VNP
C2063,VNP,TJP
C2064,TJP,VNP
C2065,VNP,TJP
C2066,TJP,VNP
C2067,VNP,TJP
C2068,TJP,VNP
C2069,VNP,TJP
C2070,TJP,VNP
C2071,VNP,TJP
C2072,TJP,VNP
C2073,VNP,TJP
C2074,TJP,VNP
C2075,VNP,TJP
C2076,TJP,VNP
C2077,VNP,TJP
C2078,TJP,VNP
C2079,VNP,TJP
C2080,TJP,VNP
C2081,VNP,TJP
C2082,TJP,VNP
C2083,VNP,TJP
C2084,TJP,VNP
C2085,VNP,TJP
C2086,TJP,VNP
C2087,VNP,TJP
C2088,TJP,VNP
C2089,VNP,TJP
C2090,TJP,VNP
C2091,VNP,TJP
C2093,VNP,TJP
C2201,VNP,TJP
C2202,TJP,VNP
C2203,VNP,TJP
C2204,TJP,VNP
C2205,VNP,TJP
C2206,TJP,VNP
C2207,VNP,TJP
C2208,TJP,VNP
C2209,VNP,TJP
C2210,TJP,VNP
C2211,VNP,TJP
C2212,TJP,VNP
C2213,VNP,TJP
C2214,TJP,VNP
C2215,VNP,TJP
C2216,TJP,VNP
C2217,VNP,TJP
C2218,TJP,VNP
C2219,VNP,TJP
C2220,TJP,VNP
C2221,VNP,TJP
C2222,TJP,VNP
C2223,VNP,TJP
C2224,TJP,VNP
C2226,TJP,VNP
C2228,TJP,VNP
C2230,TJP,VNP
C2301,TJP,YKP
C2302,YKP,TJP
C2303,TJP,YKP
C2304,YKP,TJP
C2305,TJP,YKP
C2306,YKP,TJP
C2307,TJP,YKP
C2308,YKP,TJP
C2551,VNP,YKP
C2552,YKP,VNP
C2553,VNP,YKP
C2554,YKP,VNP
C2555,VNP,YKP
C2556,YKP,VNP
C2557,VNP,YKP
C2558,YKP,VNP
C2559,VNP,YKP
C2560,YKP,VNP
C2561,VNP,YKP
C2562,YKP,VNP
C2563,VNP,YKP
C2564,YKP,VNP
C2565,VNP,YKP
C2566,YKP,VNP
C2567,VNP,YKP
C2568,YKP,VNP
C2569,VNP,YKP
C2570,YKP,VNP
C2571,VNP,YKP
C2572,YKP,VNP
C2573,VNP,YKP
C2574,YKP,VNP
C2575,VNP,YKP
C2576,YKP,VNP
C2577,VNP,YKP
C2578,YKP,VNP
C2579,VNP,YKP
C2580,YKP,VNP
C2581,VNP,YKP
C2582,YKP,VNP
C2583,VNP,YKP
C2584,YKP,VNP
C2585,VNP,YKP
C2586,YKP,VNP
C2587,VNP,YKP
C2588,YKP,VNP
C2589,VNP,YKP
C2590,YKP,VNP
C2591,VNP,YKP
C2592,YKP,VNP
C2593,VNP,YKP
C2594,YKP,VNP
C2595,VNP,YKP
C2596,YKP,VNP
C2597,VNP,YKP
C2601,VNP,TXP
C2603,VNP,TXP
C2605,VNP,TXP
C2606,TXP,VNP
C2607,VNP,TXP
C2608,TXP,VNP
C2609,VNP,TXP
C2610,TXP,VNP
C2611,VNP,TXP
C2612,TXP,VNP
C2613,VNP,TXP
C2614,TXP,VNP
C2615,VNP,TXP
C2616,TXP,VNP
C2617,VNP,TXP
C2618,TXP,VNP
C2619,VNP,TXP
C2620,TXP,VNP
C2621,VNP,TXP
C2622,TXP,VNP
C2623,VNP,TXP
C2624,TXP,VNP
C2625,VNP,TXP
C2626,TXP,VNP
C2627,VNP,TXP
C2628,TXP,VNP
C2629,VNP,TXP
C2630,TXP,VNP
C2631,VNP,TXP
C2632,TXP,VNP
C2633,VNP,TXP
C2634,TXP,VNP
C2635,VNP,TXP
C2637,VNP,TXP
C2638,TXP,VNP
C2639,VNP,TXP
C2640,TXP,VNP
C2641,VNP,TXP
C2642,TXP,VNP
C2643,VNP,TXP
C2644,TXP,VNP
C2645,VNP,TXP
C2646,TXP,VNP
C2647,VNP,TXP
C2648,TXP,VNP
C2649,VNP,TXP
C2650,TXP,VNP
C2651,VNP,TXP
C2652,TXP,VNP
C2653,VNP,TXP
C2654,TXP,VNP
C2655,VNP,TXP
C2657,VNP,TXP
C2658,TXP,VNP
C2659,VNP,TXP
C2660,TXP,VNP
C2661,VNP,TXP
C2662,TXP,VNP
C2663,VNP,TXP
C2664,TXP,VNP
C2665,VNP,TXP
C2666,TXP,VNP
C2667,VNP,TXP
C2668,TXP,VNP
C2669,VNP,TXP
C2670,TXP,VNP
C2671,VNP,TXP
C2672,TXP,VNP
C2673,VNP,TXP
C2674,TXP,VNP
C2675,VNP,TXP
C2676,TXP,VNP
C2678,TXP,VNP
C2801,ZAF,EZF
C2802,EZF,SFF
C2803,SFF,EZF
C2804,EZF,SFF
C2805,SFF,EZF
C2806,EZF,SFF
C2807,SFF,EZF
C2808,EZF,SFF
C2809,SFF,EZF
C2810,EZF,SFF
C2811,SFF,EZF
C2812,EZF,ZZF
C2822,ZAF,SFF
C2823,SFF,EZF
C2824,EZF,SFF
C2825,SFF,EZF
C2826,EZF,SFF
C2827,SFF,EZF
C2828,EZF,SFF
C2829,SFF,EZF
C2830,EZF,SFF
C2831,SFF,EZF
C2832,EZF,SFF
C2833,SFF,ZZF
C2841,ZZF,EZF
C2848,EZF,ZAF
C2849,ZAF,EZF
C2850,EZF,ZAF
C2851,ZAF,EZF
C2852,EZF,ZAF
C2853,ZAF,EZF
C2854,EZF,ZAF
C2855,ZAF,EZF
C2856,EZF,ZAF
C2857,ZAF,EZF
C2858,EZF,ZAF
C2859,ZAF,EZF
C2860,EZF,ZAF
C2861,ZAF,EZF
C2862,EZF,ZAF
C2873,SFF,EZF
C2874,EZF,ZAF
C2875,ZAF,EZF
C2876,EZF,JOF
C2877,JOF,EZF
C2878,EZF,ZAF
C2879,ZAF,EZF
C2880,EZF,ZAF
C2881,ZAF,EZF
C2882,EZF,ZAF
C2883,ZAF,EZF
C2884,EZF,JOF
C2885,JOF,EZF
C2886,EZF,ZAF
C2887,ZAF,EZF
C2888,EZF,ZAF
C2889,ZAF,EZF
C2890,EZF,ZAF
C2891,ZAF,EZF
C2892,EZF,ZAF
C2899,ZAF,EZF
C2900,EZF,JOF
C2901,JOF,NYF
C2902,ZZF,JOF
C2903,JOF,ZZF
C2904,NYF,JOF
C2905,JOF,ZZF
C2906,ZZF,JOF
C2907,JOF,ZZF
C2908,ZZF,JOF
C2909,JOF,ZZF
C2910,ZZF,JOF
C2911,JOF,ZZF
C2912,ZZF,JOF
C2913,JOF,ZZF
C2914,ZZF,JOF
C2921,JOF,ZZF
C2922,ZZF,JOF
C2923,JOF,ZZF
C2924,ZZF,JOF
C2925,JOF,ZZF
C2926,ZZF,JOF
C2951,JOF,ZZF
C2952,ZAF,JOF
C2953,ZAF,JOF
C2955,JOF,ZZF
C2956,ZZF,JOF
C2961,JOF,NYF
C2962,ZZF,JOF
C2963,JOF,ZZF
C2964,NYF,JOF
C2965,JOF,ZZF
C2966,ZZF,JOF
C2967,JOF,ZZF
C2968,ZZF,JOF
C2969,JOF,ZZF
C2970,ZZF,JOF
C2971,JOF,ZZF
C2972,ZZF,JOF
C2991,JOF,ZAF
C2992,ZAF,JOF
C2993,ZAF,JOF
C2995,JOF,ZZF
C2996,ZZF,JOF
C2997,JOF,ZZF
C2998,ZZF,JOF
C5001,WCN,UNN
C5002,UNN,WCN
C5003,WCN,UNN
C5004,UNN,WCN
C5005,WCN,UNN
C5006,UNN,WCN
C5007,WCN,UNN
C5008,UNN,WCN
C5009,WCN,UNN
C5010,UNN,HKN
C5011,WCN,UNN
C5012,UNN,WCN
C5301,HKN,GDN
C5302,GDN,HKN
C5303,HKN,GDN
C5304,GDN,HKN
C5306,GDN,HKN
C5307,HKN,GDN
C5308,GDN,HKN
C5521,WHN,DBN
C5522,DBN,WHN
C5601,WHN,KAN
C5602,KAN,WHN
C5603,WHN,KAN
C5604,KAN,WHN
C5605,WHN,KAN
C5606,KAN,WHN
C5607,WHN,KAN
C5608,KAN,WHN
C5609,WHN,KAN
C5610,KAN,WHN
C5611,WHN,KAN
C5612,KAN,WHN
C5613,WHN,KAN
C5614,KAN,WHN
C5615,WHN,KAN
C5616,KAN,WHN
C5617,WHN,KAN
C5618,KAN,WHN
C5619,WHN,KAN
C5620,KAN,WHN
C5627,WHN,KAN
C5628,KAN,WHN
C5631,WHN,KAN
C5632,KAN,WHN
C5633,WHN,KAN
C5634,KAN,WHN
C5635,WHN,KAN
C5741,RXW,ICW
C5742,ICW,RXW
C5743,RXW,ICW
C5744,ICW,RXW
C5745,RXW,ICW
C5746,ICW,RXW
C5747,RXW,ICW
C5748,ICW,RXW
C5749,RXW,CDW
C5750,ICW,RXW
C5751,RXW,ICW
C5752,ICW,RXW
C5753,RXW,ICW
C5754,ICW,RXW
C5756,ICW,RXW
C5757,RXW,ICW
C5758,ICW,RXW
C5761,VUW,ICW
C5762,ICW,VUW
C5763,VUW,ICW
C5764,ICW,VUW
C5765,VUW,ICW
C5766,ICW,VUW
C5767,VUW,ICW
C5768,ICW,VUW
C5769,VUW,ICW
C5770,CDW,VUW
C5772,ICW,VUW
C5781,IEW,ICW
C5782,ICW,IEW
C5786,ICW,IEW
C5789,NIW,ICW
C5791,NCW,ICW
C5792,ICW,NUW
C5793,NUW,ICW
C5794,ICW,NUW
C5795,NUW,ICW
C5798,ICW,NUW
C5799,NUW,ICW
C5802,LZE,ICW
C5803,LZE,ICW
C5804,ICW,LZE
C5806,NCE,ICW
C5808,ICW,LZE
C5812,NCE,ICW
C5813,NCE,ICW
C5814,ICW,NCE
C5816,GYW,ICW
C5818,CDW,GYW
C5822,CUW,CDW
C5823,CUW,CDW
C5824,ICW,CUW
C5826,CUW,NIW
C5832,CUW,IEW
C5841,CUW,NIW
C5842,NIW,CUW
C5843,CUW,TVW
C5844,TVW,CUW
C5845,CUW,LZE
C5846,LZE,CUW
C5847,CUW,NCE
C5848,LZE,CUW
C5971,ICW,KQW
C5972,KQW,ICW
C5973,ICW,KQW
C5974,KQW,ICW
C5975,ICW,KQW
C5976,KQW,ICW
C5978,KQW,ICW
C5979,ICW,KQW
C5980,KQW,ICW
C5983,ICW,KQW
C5985,ICW,KQW
C5986,KQW,CNW
C5987,ICW,KQW
C5988,KQW,ICW
C5989,ICW,KQW
C5990,KQW,ICW
C5991,CNW,KQW
C5992,KQW,CNW
C5993,CNW,KQW
C5994,KQW,CNW
C6001,ICW,CXW
C6002,CXW,ICW
C6003,ICW,CUW
C6004,CUW,ICW
C6051,CDW,PMW
C6052,PMW,XIW
C6053,XIW,PMW
C6054,PMW,XIW
C6055,XIW,PMW
C6056,PMW,XIW
C6057,PYW,PMW
C6058,PMW,PYW
C6059,XIW,PMW
C6060,PMW,XIW
C6061,XIW,PMW
C6062,PMW,XIW
C6063,XIW,PMW
C6064,PMW,XIW
C6065,PYW,PMW
C6066,PMW,PYW
C6067,XIW,PMW
C6068,PMW,XIW
C6069,XIW,PMW
C6070,PMW,XIW
C6071,XIW,PMW
C6072,PMW,XIW
C6073,XIW,PMW
C6074,PMW,XIW
C6075,XIW,PMW
C6076,PMW,PYW
C6081,CDW,INW
C6082,INW,XIW
C6083,XIW,INW
C6084,INW,PYW
C6085,PYW,INW
C6086,INW,XIW
C6087,XIW,INW
C6088,INW,XIW
C6089,XIW,INW
C6090,INW,PYW
C6091,PYW,INW
C6092,INW,XIW
C6093,XIW,INW
C6094,INW,XIW
C6095,XIW,INW
C6096,INW,XIW
C6101,XIW,QSW
C6102,DDW,XIW
C6103,CDW,DDW
C6104,QSW,XIW
C6105,XIW,QSW
C6106,DDW,XIW
C6107,XIW,QSW
C6108,QSW,XIW
C6109,XIW,QSW
C6110,QSW,PYW
C6111,XIW,QSW
C6112,QSW,XIW
C6113,PYW,QSW
C6114,QSW,XIW
C6115,XIW,QSW
C6116,QSW,XIW
C6117,XIW,DDW
C6118,QSW,XIW
C6119,XIW,QSW
C6120,QSW,PYW
C6121,XIW,QSW
C6122,DDW,XIW
C6123,PYW,QSW
C6124,QSW,PYW
C6125,XIW,QSW
C6126,QSW,XIW
C6127,XIW,QSW
C6128,QSW,XIW
C6129,PYW,QSW
C6130,QSW,XIW
C6131,XIW,QSW
C6132,QSW,XIW
C6134,QSW,XIW
C6135,XIW,QSW
C6136,QSW,PYW
C6137,XIW,QSW
C6139,XIW,QSW
C6140,QSW,XIW
C6141,PYW,QSW
C6142,QSW,XIW
C6144,QSW,XIW
C6145,XIW,QSW
C6146,QSW,XIW
C6147,XIW,QSW
C6149,XIW,QSW
C6150,QSW,XIW
C6151,XIW,QSW
C6152,QSW,XIW
C6153,PYW,QSW
C6154,QSW,XIW
C6155,XIW,QSW
C6156,QSW,XIW
C6157,XIW,QSW
C6158,QSW,XIW
C6159,XIW,QSW
C6160,QSW,XIW
C6161,XIW,QSW
C6162,QSW,XIW
C6163,XIW,QSW
C6164,QSW,XIW
C6165,XIW,QSW
C6166,QSW,XIW
C6167,XIW,QSW
C6168,QSW,XIW
C6169,XIW,QSW
C6170,QSW,XIW
C6171,XIW,QSW
C6172,QSW,XIW
C6173,XIW,QSW
C6174,QSW,XIW
C6175,XIW,QSW
C6176,QSW,XIW
C6177,XIW,QSW
C6178,QSW,XIW
C6179,XIW,DDW
C6180,QSW,XIW
C6201,MYW,ICW
C6202,ICW,MYW
C6203,DYW,ICW
C6204,ICW,JFW
C6205,JFW,ICW
C6206,ICW,JFW
C6207,DYW,ICW
C6208,ICW,DYW
C6209,GYW,ICW
C6210,ICW,DYW
C6211,MYW,ICW
C6212,ICW,MYW
C6213,DYW,ICW
C6214,ICW,GYW
C6215,DYW,ICW
C6216,ICW,MYW
C6217,MYW,ICW
C6218,ICW,DYW
C6219,MYW,ICW
C6220,ICW,GYW
C6221,JFW,ICW
C6222,ICW,MYW
C6223,MYW,ICW
C6224,ICW,MYW
C6251,ICW,IXW
C6252,IUW,ICW
C6253,ICW,IXW
C6254,IVW,ICW
C6255,ICW,IXW
C6256,IVW,ICW
C6257,ICW,IXW
C6258,IXW,CNW
C6259,CNW,IXW
C6260,IXW,ICW
C6261,CNW,IXW
C6262,IXW,ICW
C6263,ICW,IVW
C6264,IXW,ICW
C6265,ICW,IVW
C6266,IXW,ICW
C6267,CNW,IUW
C6268,IXW,CNW
C6301,JFW,YXE
C6302,IUW,JFW
C6303,JFW,IXW
C6304,IXW,JFW
C6305,GYW,IUW
C6306,YXE,JFW
C6307,CXE,IXW
C6308,IXW,JFW
C6309,MYW,IVW
C6310,IVW,DYW
C6311,JFW,YXE
C6312,YXE,GYW
C6313,JFW,YXE
C6314,IXW,JFW
C6315,JFW,IXW
C6316,YXE,MYW
C6361,GIW,KVW
C6362,KVW,KQW
C6363,KQW,KVW
C6364,KVW,KQW
C6365,KQW,KVW
C6366,KVW,KQW
C6367,KQW,KVW
C6368,KVW,KQW
C6401,WZE,CUW
C6402,CUW,WZE
C6403,WZE,CUW
C6404,CUW,WZE
C6405,WZE,CUW
C6406,CUW,WZE
C6407,WZE,CUW
C6408,CUW,WZE
C6409,WZE,CUW
C6410,CUW,WZE
C6411,WZE,CUW
C6412,CUW,WZE
C6413,WZE,CUW
C6414,CUW,WZE
C6415,WZE,CUW
C6416,CUW,WZE
C6417,WZE,CUW
C6418,CUW,WZE
C6419,WZE,CUW
C6420,CUW,WZE
C6421,WZE,CUW
C6422,CUW,WZE
C6423,WZE,CUW
C6424,CUW,WZE
C6425,WZE,CUW
C6426,CUW,WZE
C6427,WZE,CUW
C6428,CUW,WZE
C6429,WZE,CUW
C6430,CUW,WZE
C6431,WZE,CUW
C6432,CUW,WZE
C6433,WZE,CUW
C6502,QDK,RCK
C6503,QDK,RCK
C6504,RCK,QDK
C6506,QDK,RCK
