num,dep,arr
D675,XMS,IOQ
D6751,NDC,BTC
D6752,BTC,NDC
D6753,NDC,BTC
D6754,BTC,NDC
D6755,NDC,BTC
D6756,BTC,NDC
D6757,NDC,BTC
D6758,BTC,NDC
D6759,NDC,BTC
D676,IOQ,XMS
D6760,BTC,NDC
D6761,NDC,BTC
D6762,BTC,NDC
D6763,NDC,BTC
D6764,BTC,NDC
D6765,NDC,BTC
D6766,BTC,NDC
D6767,NDC,BTC
D6768,BTC,NDC
D6769,WPC,BTC
D677,ZUS,IOQ
D6770,BTC,WPC
D6771,WPC,BTC
D6772,BTC,WPC
D6773,WPC,BTC
D6774,BTC,WPC
D6775,WPC,BTC
D6776,BTC,WPC
D6777,WPC,NDC
D6778,NDC,WPC
D678,IOQ,ZUS
D6801,EAY,BBY
D6802,BBY,EAY
D6807,DNY,BBY
D6809,EAY,BBY
D681,PTS,IOQ
D6810,BBY,EAY
D6812,BBY,EAY
D6815,EAY,BBY
D6817,EAY,BBY
D6818,BBY,EAY
D6821,EAY,BBY
D6822,BBY,EAY
D683,XMS,IOQ
D684,IOQ,XMS
D685,XMS,IOQ
D6851,EAY,NOY
D6852,HOY,EAY
D6853,EAY,NOY
D6854,NOY,EAY
D6855,EAY,HOY
D6856,NOY,EAY
D6857,EAY,HOY
D6858,HOY,EAY
D6859,EAY,HOY
D686,IOQ,PTS
D6860,NOY,EAY
D6861,EAY,HOY
D6862,HOY,EAY
D6863,EAY,NOY
D6864,HOY,EAY
D6865,EAY,HOY
D6866,HOY,EAY
D6867,EAY,HOY
D6868,HOY,EAY
D6869,EAY,HOY
D687,XMS,IOQ
D6870,NOY,EAY
D6871,EAY,HOY
D6872,HOY,EAY
D6873,EAY,HOY
D6874,HOY,EAY
D688,IOQ,XMS
D689,XKS,IOQ
D690,IOQ,XKS
D6901,VAB,QNB
D6902,QNB,VAB
D6903,VAB,QHX
D6904,QNB,HBB
D6905,VAB,QHX
D6906,QHX,HBB
D6907,HBB,QNB
D6908,QHX,HBB
D6909,VAB,QHX
D691,XMS,IOQ
D6910,QHX,HBB
D6911,VAB,QHX
D6912,QHX,HBB
D6913,HBB,QHX
D6914,QHX,HBB
D6915,HBB,QHX
D6916,QHX,VAB
D6917,HBB,QNB
D6918,QHX,HBB
D6919,HBB,QHX
D692,IOQ,XMS
D6920,QHX,HBB
D6921,HBB,QHX
D6922,QHX,HBB
D6923,HBB,QHX
D6924,QHX,VAB
D6925,VAB,QHX
D6926,QHX,VAB
D6927,HBB,QHX
D6928,QHX,HBB
D6929,HBB,QNB
D6930,QNB,VAB
D6931,HBB,QHX
D6932,QHX,VAB
D6933,HBB,QHX
D6934,QHX,VAB
D6935,HBB,QHX
D6936,QNB,HBB
D6961,NDC,EEC
D6962,EEC,NDC
D6963,NDC,EEC
D6964,EEC,NDC
D6965,NDC,EEC
D6966,EEC,NDC
D6967,WPC,EEC
D6968,EEC,WPC
D6969,WPC,EEC
D6970,EEC,WPC
D7,BJP,SBT
D7001,WHN,YON
D7002,YON,WHN
D7003,WHN,YON
D7007,WHN,DBN
D7008,DBN,WHN
D7009,WHN,YON
D701,BJP,SHH
D7010,YON,WHN
D702,SHH,BJP
D7021,MBN,WCN
D7022,HKN,MBN
D7031,ESN,LCN
D7032,LCN,ESN
D7033,HAN,ESN
D705,BJP,SHH
D706,SHH,BJP
D709,VNP,SHH
D710,SHH,VNP
D711,BJP,HZH
D712,HZH,BJP
D7125,ZWQ,ZHQ
D7126,ZHQ,ZWQ
D7127,ZHQ,ZWQ
D7128,ZWQ,ZHQ
D7131,IZQ,ZHQ
D7132,ZHQ,IZQ
D7133,IZQ,ZHQ
D7134,ZHQ,IZQ
D7135,IZQ,ZHQ
D7136,ZHQ,IZQ
D7137,FOQ,ZHQ
D7138,ZHQ,FOQ
D7139,IZQ,ZHQ
D7140,ZHQ,FOQ
D715,VNP,NJH
D716,NJH,VNP
D7165,IZQ,ZHQ
D7166,ZHQ,IZQ
D7167,IZQ,ZWQ
D7168,ZWQ,IZQ
D7169,IZQ,ZWQ
D717,BJP,HZH
D7170,ZWQ,IZQ
D7171,IZQ,ZWQ
D7172,ZWQ,FOQ
D718,HZH,BJP
D7185,IZQ,MDQ
D7186,MDQ,IZQ
D7187,IZQ,MDQ
D7188,MDQ,IZQ
D7189,IZQ,MDQ
D7190,MDQ,IZQ
D7191,FOQ,ZWQ
D7193,IZQ,ZWQ
D7194,ZWQ,IZQ
D7195,IZQ,MDQ
D7196,MDQ,FOQ
D727,BXP,SZQ
D728,SZQ,BXP
D73,BJP,JLL
D7309,MXA,IOQ
D7310,IOQ,MXA
D7311,MXA,IOQ
D7312,IOQ,MXA
D7314,IOQ,MXA
D7315,MXA,IOQ
D7316,IOQ,MXA
D7317,MXA,IOQ
D733,BXP,JGG
D734,JGG,BXP
D735,BXP,NCG
D7351,CBQ,IOQ
D7352,IOQ,CBQ
D7353,CBQ,IOQ
D7354,IOQ,CBQ
D7355,CBQ,IOQ
D7356,IOQ,CBQ
D7357,CBQ,IOQ
D7359,CBQ,IOQ
D736,NCG,BXP
D7361,CBQ,IOQ
D7362,IOQ,CBQ
D737,BXP,NCG
D738,NCG,BXP
D739,BXP,SHS
D74,JLL,BJP
D740,SHS,BXP
D7408,IOQ,OTQ
D7409,CBQ,IOQ
D7410,IOQ,CBQ
D7412,IOQ,CBQ
D7414,OTQ,IOQ
D7415,OTQ,IOQ
D7416,IOQ,OTQ
D7420,IOQ,RVQ
D7423,CBQ,IOQ
D7424,IOQ,CBQ
D7425,RVQ,IOQ
D7427,RVQ,IOQ
D7428,IOQ,RVQ
D7432,IOQ,OTQ
D7438,OTQ,IOQ
D7439,OTQ,IOQ
D7446,OTQ,IOQ
D7447,OTQ,IOQ
D745,BXP,XKS
D7451,FOQ,ZWQ
D7452,ZWQ,IZQ
D7453,FOQ,ZWQ
D7454,ZWQ,IZQ
D7456,ZWQ,IZQ
D7457,FOQ,ZWQ
D7458,ZWQ,IZQ
D746,XKS,BXP
D7460,ZWQ,IZQ
D7461,IZQ,ZWQ
D7462,ZWQ,IZQ
D7463,IZQ,ZWQ
D7464,ZWQ,IZQ
D7465,FOQ,ZWQ
D7467,IZQ,ZWQ
D7468,ZWQ,IZQ
D7469,IZQ,ZWQ
D7470,ZWQ,IZQ
D7471,IZQ,ZWQ
D7472,ZWQ,IZQ
D7473,IZQ,ZWQ
D7474,ZWQ,FCQ
D7475,IZQ,ZWQ
D7476,ZWQ,IZQ
D7477,IZQ,ZWQ
D7478,ZWQ,FCQ
D7480,ZWQ,IZQ
D7481,IZQ,ZWQ
D7483,IZQ,ZWQ
D7484,ZWQ,FOQ
D7485,IZQ,ZWQ
D7486,ZWQ,FOQ
D7487,IZQ,ZWQ
D7488,ZWQ,FOQ
D7489,IZQ,ZWQ
D7490,ZWQ,IZQ
D7491,IZQ,ZWQ
D7492,ZWQ,FOQ
D7493,FOQ,ZWQ
D7494,ZWQ,IZQ
D7495,IZQ,ZWQ
D7496,ZWQ,IZQ
D7497,IZQ,ZWQ
D7498,ZWQ,IZQ
D7499,IZQ,ZWQ
D7500,ZWQ,IZQ
D7501,GGQ,MXA
D7503,MXA,GGQ
D7505,GGQ,MXA
D7507,MXA,GGQ
D7509,GGQ,OTQ
D751,CUW,LZJ
D7510,OTQ,GGQ
D7511,OTQ,GGQ
D7513,GGQ,RVQ
D7515,RVQ,GGQ
D7517,GGQ,OTQ
D7518,OTQ,GGQ
D7519,OTQ,GGQ
D752,LAJ,CUW
D7521,GGQ,OTQ
D7522,OTQ,GGQ
D7523,OTQ,GGQ
D7525,GGQ,OTQ
D7526,OTQ,GGQ
D7527,OTQ,GGQ
D7529,GGQ,CBQ
D753,CUW,LZJ
D7530,OTQ,GGQ
D7531,OTQ,GGQ
D7533,GGQ,OTQ
D7534,OTQ,GGQ
D7535,OTQ,GGQ
D7537,GGQ,OTQ
D7538,OTQ,GGQ
D7539,OTQ,GGQ
D754,LZJ,CUW
D7541,GGQ,CBQ
D7543,MXA,GGQ
D7545,GGQ,MXA
D7547,CBQ,GGQ
D7551,SZQ,FAQ
D7553,FAQ,SZQ
D7554,SZQ,FAQ
D7555,IZQ,ZWQ
D7556,ZWQ,IZQ
D7557,FOQ,ZWQ
D7558,ZWQ,IZQ
D757,FZS,BJP
D759,BJP,FZS
D760,FZS,BJP
D7601,SBT,DUT
D7603,SYT,DUT
D7604,DUT,SYT
D7605,SYT,DUT
D7606,DUT,SYT
D7607,SYT,DUT
D7608,DUT,SYT
D761,ICW,LZJ
D7610,DUT,SBT
D7611,SYT,DUT
D7613,SBT,DUT
D7614,DUT,SYT
D7615,SYT,DUT
D7616,DUT,SYT
D7619,SBT,DUT
D762,LZJ,ICW
D7620,DUT,SYT
D7623,SYT,DUT
D7624,DUT,SBT
D7625,SYT,DUT
D7629,SYT,DUT
D7633,SBT,DUT
D7634,DUT,SYT
D7635,SYT,DUT
D7636,DUT,SYT
D7638,DUT,SBT
D7639,SYT,DUT
D764,ICW,LZJ
D7640,DUT,SYT
D7641,SYT,DUT
D7642,DUT,SYT
D765,ICW,XNO
D766,XNO,ICW
D7664,DUT,SYT
D7665,SYT,DUT
D7666,DUT,SYT
D7672,BXT,SYT
D7675,SYT,BXT
D7676,BXT,SYT
D768,ICW,XNO
D7689,IZQ,ZHQ
D7690,ZHQ,IZQ
D7707,DFT,ZUT
D7708,ZUT,DLT
D771,SNH,JJG
D7711,DFT,DUT
D7712,DUT,DFT
D7713,DFT,DUT
D7714,DUT,DFT
D7715,DFT,DUT
D7716,DUT,DFT
D7717,DFT,DUT
D7718,DUT,DFT
D7719,DLT,DUT
D772,JJG,SNH
D7720,DUT,DLT
D7724,ZUT,DLT
D7731,SYT,DLT
D7732,DLT,SYT
D7733,DLT,SYT
D7734,SYT,DLT
D7736,DFT,SYT
D7737,DFT,SYT
D7740,DLT,SYT
D7741,DLT,SYT
D7742,DUT,DLT
D7743,SYT,DFT
D7746,SYT,DFT
D7747,SYT,DLT
D7748,DFT,SYT
D7749,DFT,SYT
D7750,SYT,DLT
D7751,SYT,DLT
D7753,DLT,DUT
D7754,SYT,DLT
D7755,SYT,DLT
D7756,DLT,SYT
D7757,DLT,SYT
D7758,SYT,DLT
D7801,VAB,JMB
D7802,JMB,HBB
D7803,VAB,JMB
D7804,JMB,VAB
D7805,VAB,JMB
D7806,JMB,HBB
D7807,HBB,JMB
D7808,JMB,HBB
D7809,HBB,JMB
D781,QHK,HZH
D7810,JMB,HBB
D7811,VAB,JMB
D7812,JMB,HBB
D7813,HBB,JMB
D7814,JMB,HBB
D7815,HBB,JMB
D7816,JMB,HBB
D7817,HBB,JMB
D7818,JMB,HBB
D7819,HBB,JMB
D782,HZH,QHK
D7820,JMB,VAB
D7821,HBB,JMB
D7822,JMB,HBB
D7823,HBB,JMB
D7824,JMB,HBB
D7825,HBB,JMB
D7826,JMB,VAB
D7827,VAB,JMB
D7828,JMB,VAB
D783,HZH,QHK
D7831,HBB,JMB
D7832,JMB,VAB
D7834,JMB,HBB
D784,QHK,HZH
D7901,HBB,RHX
D7902,RHX,HBB
D7903,VAB,RHX
D7904,RHX,HBB
D7905,HBB,RHX
D7906,RHX,HBB
D7907,HBB,RHX
D7908,RHX,HBB
D7933,NCG,JGG
D7961,MDB,SFB
D7962,SFB,MDB
D7963,MDB,SFB
D7964,SFB,MDB
D8075,SHD,DUT
D8076,DUT,SHD
D8181,JGK,QDK
D8182,QHK,JGK
D8183,JGK,QDK
D8184,QDK,JGK
D8185,JGK,QHK
D8186,QHK,JGK
D8202,NNZ,GLZ
D8203,GLZ,NFZ
D8204,NFZ,GLZ
D8205,GBZ,NFZ
D8208,NFZ,GBZ
D8212,NFZ,GLZ
D8251,LZZ,BHZ
D8253,LZZ,BHZ
D8255,LZZ,BIZ
D8257,LZZ,BHZ
D8259,LZZ,NFZ
D8262,HXZ,NFZ
D8263,HXZ,NFZ
D8266,HXZ,NFZ
D8267,HXZ,NFZ
D8268,NFZ,HXZ
D8270,HXZ,NFZ
D8271,HXZ,NFZ
D8272,NFZ,HXZ
D8280,NFZ,HXZ
D8301,NFZ,BHZ
D8302,BHZ,NFZ
D8304,BHZ,NFZ
D8305,NFZ,BHZ
D8307,NFZ,BHZ
D8310,BHZ,NFZ
D8312,BHZ,NFZ
D8313,NFZ,BHZ
D8314,BHZ,NFZ
D8315,NFZ,BHZ
D8341,NFZ,FBZ
D8342,FBZ,NFZ
D8343,NFZ,FBZ
D8344,FBZ,NFZ
D8345,NFZ,FBZ
D8346,FBZ,NFZ
D8347,NFZ,FBZ
D8350,FBZ,NFZ
D8351,NFZ,FBZ
D8354,FBZ,NFZ
D8356,FBZ,NFZ
D8361,NFZ,BIZ
D8362,BIZ,NFZ
D8363,NFZ,BIZ
D8364,BIZ,NFZ
D8366,BIZ,NFZ
D8368,BHZ,BIZ
D8376,YLZ,NFZ
D8377,NFZ,YLZ
D8378,YLZ,NFZ
D8379,NFZ,LKZ
D8380,YLZ,NFZ
D8381,NFZ,YLZ
D8382,LKZ,NFZ
D8383,NFZ,YLZ
D8384,YLZ,NFZ
D8386,YLZ,NFZ
D8387,NFZ,YLZ
D8388,YLZ,NFZ
D8389,NFZ,LKZ
D8390,LKZ,NFZ
D8392,BIZ,YLZ
D8393,BIZ,YLZ
D8394,YLZ,BIZ
D8395,BIZ,YLZ
D8398,BIZ,YLZ
D8399,NFZ,LKZ
D8401,GBZ,BHZ
D8402,BHZ,GBZ
D8403,GBZ,BHZ
D8404,BHZ,GLZ
D8405,GLZ,BHZ
D8406,BHZ,LZZ
D8407,GLZ,BHZ
D8408,BHZ,GLZ
D8409,LZZ,BHZ
D8410,BHZ,GBZ
D8411,GLZ,BHZ
D8412,BHZ,GLZ
D8414,BHZ,LZZ
D8416,BHZ,GLZ
D8418,BHZ,LZZ
D8420,BHZ,LZZ
D8432,WBZ,BHZ
D8433,WBZ,BHZ
D8434,BHZ,WBZ
D8451,GBZ,FBZ
D8454,FBZ,GBZ
D8461,GBZ,BIZ
D8462,BIZ,LZZ
D8463,GLZ,BIZ
D8464,BIZ,GLZ
D8466,BIZ,LZZ
D8481,GBZ,YLZ
D8482,LKZ,GBZ
D8483,GBZ,YLZ
D8484,YLZ,GBZ
D8485,GBZ,YLZ
D8486,YLZ,GBZ
D8491,SWZ,BHZ
D8492,NFZ,SWZ
D8493,SWZ,FBZ
D8494,BHZ,SWZ
D8495,SWZ,NFZ
D8501,VAB,SFB
D8502,MDB,HBB
D8503,VAB,MDB
D8504,MDB,HBB
D8505,HBB,SFB
D8506,SFB,VAB
D8507,VAB,MDB
D8508,MDB,HBB
D8509,HBB,MDB
D8510,MDB,HBB
D8511,HBB,SFB
D8512,SFB,HBB
D8513,VAB,MDB
D8514,MDB,HBB
D8515,HBB,SFB
D8516,SFB,HBB
D8517,HBB,MDB
D8518,MDB,VAB
D8519,HBB,SFB
D8520,SFB,HBB
D8521,HBB,MDB
D8522,MDB,HBB
D8523,HBB,MDB
D8524,SFB,VAB
D8525,HBB,MDB
D8526,MDB,VAB
D8554,KQW,CXW
D8555,CXW,KQW
D8557,CXW,KQW
D8558,KQW,CXW
D8581,ZYE,KQW
D8582,KQW,ZYE
D8585,ZYE,KQW
D8586,KQW,ZYE
D8588,KQW,ZYE
D8601,KOM,KMM
D8602,KMM,FNM
D8607,FNM,KOM
D8608,KOM,FNM
D8609,FNM,KOM
D8611,PZM,KOM
D8612,KOM,PZM
D8613,PZM,KOM
D8614,KOM,PZM
D8621,MLM,KOM
D8622,KOM,MLM
D8623,MLM,KOM
D8624,KOM,MLM
D8633,KOM,CUM
D8634,CUM,KOM
D8637,KOM,CUM
D8638,CUM,KOM
D8641,KOM,AXM
D8642,AXM,KOM
D8645,KOM,AXM
D8646,AXM,KOM
D8649,KOM,AXM
D8650,AXM,KOM
D8654,DKM,KOM
D8656,KOM,DKM
D8657,KOM,DKM
D8658,DKM,KMM
D8660,KOM,DKM
D8661,KOM,DKM
D8662,DKM,KOM
D8664,KOM,DKM
D8665,KOM,DKM
D8666,DKM,KOM
D8668,KOM,DKM
D8669,KOM,DKM
D8670,DKM,KOM
D8672,KOM,DKM
D8673,KOM,DKM
D8674,DKM,MLM
D8676,KOM,DKM
D8677,KOM,DKM
D8678,DKM,KOM
D8680,KOM,DKM
D8681,KOM,DKM
D8682,DKM,KMM
D8684,KOM,DKM
D8685,KOM,DKM
D8686,DKM,FNM
D8688,KOM,DKM
D8689,KOM,DKM
D8690,DKM,KOM
D8692,KOM,DKM
D8693,KOM,DKM
D8694,DKM,KOM
D8696,KMM,DKM
D8698,DKM,KOM
D8702,KOM,DKM
D8703,KOM,DKM
D8704,DKM,KOM
D8706,FNM,DKM
D8707,FNM,DKM
D8708,DKM,KOM
D8710,KOM,DKM
D8711,KOM,DKM
D8712,DKM,KOM
D8714,KOM,DKM
D8715,KOM,DKM
D8716,DKM,KOM
D8718,MLM,DKM
D8719,MLM,DKM
D8720,DKM,KOM
D8722,KOM,DKM
D8723,KOM,DKM
D8724,DKM,KOM
D8726,KMM,DKM
D8728,DKM,KOM
D8732,DKM,KOM
D8734,KOM,DKM
D8735,KOM,DKM
D8738,KOM,DKM
D8739,KOM,DKM
D8740,DKM,KOM
D8742,KOM,DKM
D8743,KOM,DKM
D8748,DKM,KOM
D8762,KOM,LHM
D8763,KOM,LHM
D8764,LHM,KOM
D8766,KOM,LHM
D8767,KOM,LHM
D8768,LHM,KOM
D8772,KOM,LHM
D8773,KOM,LHM
D8774,LHM,KOM
D8776,KOM,LHM
D8777,KOM,LHM
D8778,LHM,KOM
D8780,KOM,LHM
D8781,KOM,LHM
D8782,LHM,KOM
D8784,KOM,LHM
D8785,KOM,LHM
D8786,LHM,KOM
D8788,KOM,LHM
D8789,KOM,LHM
D8790,LHM,KOM
D8792,KOM,LHM
D8793,KOM,LHM
D8794,LHM,KOM
D8796,KOM,LHM
D8797,KOM,LHM
D8798,LHM,KOM
D8801,HMR,WAR
D8802,WAR,HMR
D8803,HMR,WAR
D8804,WAR,HMR
D8805,HMR,WAR
D8806,WAR,HMR
D8807,HMR,WAR
D8808,WAR,HMR
D8809,HMR,WAR
D8810,WAR,HMR
D8811,HMR,WAR
D8812,WAR,HMR
D8813,HMR,WAR
D8814,WAR,HMR
D8815,HMR,WAR
D8816,WAR,HMR
D8817,HMR,WAR
D8837,HMR,WAR
D8839,HMR,WAR
D8840,WAR,HMR
D8841,THR,WAR
D8842,WAR,THR
D8869,TAR,WAR
D8870,WAR,TAR
D8881,INJ,LAJ
D8882,LZJ,INJ
D8883,INJ,LZJ
D8884,LZJ,INJ
D8885,INJ,LZJ
D8886,LZJ,INJ
D8887,INJ,LAJ
D8888,LZJ,INJ
D8889,INJ,LZJ
D8890,LAJ,INJ
D8891,INJ,LZJ
D8892,LZJ,INJ
D8893,INJ,LAJ
D8894,LZJ,INJ
D8895,AOJ,LZJ
D8896,LAJ,AOJ
D8901,XNO,MYO
D8902,MYO,XNO
D8903,XNO,MYO
D8904,MYO,XNO
D8905,XNO,MYO
D8906,MYO,XNO
D8911,TIJ,LAJ
D8912,LAJ,TIJ
D8913,TIJ,ZJJ
D8914,LAJ,TIJ
D8915,TIJ,LAJ
D8916,ZJJ,TIJ
D8917,TIJ,LAJ
D8918,LAJ,TIJ
D8919,TIJ,LAJ
D8920,LAJ,TIJ
D8921,DCJ,LAJ
D8922,LAJ,DCJ
D8923,DCJ,LAJ
D8924,LAJ,DCJ
D8931,JBJ,DHJ
D8933,DHJ,JBJ
D8935,GZG,RJG
D8936,RJG,GZG
D8938,RJG,GZG
D9,BJP,SOT
D901,BXP,IOQ
D902,IOQ,BXP
D903,BXP,IOQ
D904,IOQ,BXP
D905,SHH,IOQ
D906,IOQ,SHH
D909,BXP,IOQ
D910,IOQ,BXP
D9102,KOM,DKM
D9103,KOM,DKM
D9104,DKM,PZM
D9106,KOM,DKM
D9107,KOM,DKM
D9108,DKM,KOM
D9110,PZM,DKM
D9111,PZM,DKM
D9112,DKM,KOM
D9114,KOM,DKM
D9115,KOM,DKM
D9116,DKM,KOM
D9127,HBB,JMB
D9128,JMB,VAB
D9129,HBB,JMB
D9130,JMB,HBB
D9141,VAB,JMB
D9142,JMB,HBB
D9161,VAB,QNB
D9162,QHX,VAB
D9163,HBB,QNB
D9164,QNB,HBB
D9165,HBB,QHX
D9166,QNB,HBB
D9204,ABV,TNV
D9205,TNV,AJV
D921,BXP,ZWQ
D9210,AJV,TNV
D922,ZWQ,BXP
D9221,IPV,ABV
D9222,TNV,IPV
D923,BXP,ZHQ
D924,ZHQ,BXP
D927,BXP,IOQ
D928,IOQ,BXP
D9285,HKN,HAN
D9286,HAN,HKN
D9291,HKN,TNN
D930,KOM,BXP
D931,AOH,IZQ
D932,IZQ,AOH
D933,IZQ,AOH
D934,AOH,IZQ
D935,AOH,IZQ
D936,IZQ,AOH
D937,IZQ,AOH
D938,AOH,IZQ
D9381,YWY,EAY
D9382,EAY,YWY
D9383,YWY,EAY
D9384,EAY,YWY
D939,BXP,KOM
D940,KOM,BXP
D941,AOH,ZHQ
D942,ZHQ,AOH
D943,ZHQ,AOH
D944,AOH,ZHQ
D9499,NKH,AQH
D951,ICW,SHH
D952,SHH,ICW
D9522,WHH,NKH
D953,SHH,ICW
D954,ICW,SHH
D955,CUW,SHH
D956,SHH,CUW
D9569,XCH,NJH
D957,SHH,CUW
D9570,NJH,XCH
D9577,XCH,SHH
D9578,SHH,XCH
D9579,XCH,SHH
D958,CUW,SHH
D9580,SHH,XCH
D9581,FZS,GZG
D9582,GZG,FZS
D9583,GZG,FZS
D959,XKS,IOQ
D960,IOQ,XKS
D9601,FZS,XMS
D9602,XMS,FZS
D9603,FZS,XMS
D9604,XMS,FZS
D9605,FZS,XMS
D9606,XMS,FZS
D9690,FBZ,LZZ
D9691,LZZ,FBZ
D9692,YLZ,BIZ
D9695,NFZ,YLZ
D9697,GBZ,YLZ
D9698,YLZ,LZZ
D9774,IOQ,CBQ
D9781,GGQ,OTQ
D9782,OTQ,GGQ
D9783,OTQ,GGQ
D9801,TIJ,LAJ
D9802,LAJ,TIJ
D9803,DCJ,LAJ
D9804,LAJ,DCJ
D9807,TIJ,LAJ
D9808,LAJ,TIJ
D9827,VAB,RHX
D9852,KOM,DKM
D9853,KOM,DKM
D9854,DKM,KOM
D9856,KMM,DKM
D9858,DKM,KMM
D9861,FYS,CNS
D9862,CNS,FYS
D9863,CNS,FYS
D9917,XNO,MYO
D9918,MYO,XNO
D9991,NXG,XMS
D9992,XMS,NXG
D9993,NXG,XMS
D9998,XMS,NXG
G1,VNP,AOH
G10,AOH,VNP
G100,XJA,AOH
G1001,WHN,IOQ
G1002,IOQ,WHN
G1003,WHN,IOQ
G1004,IOQ,WHN
G1005,WHN,IOQ
G1006,IOQ,WHN
G1007,WHN,IOQ
G1008,IOQ,WHN
G1009,WHN,IOQ
G101,VNP,AOH
G1010,IOQ,WHN
G1012,IOQ,WHN
G1013,WHN,IOQ
G1014,IOQ,WHN
G1015,WHN,IOQ
G1017,WHN,IOQ
G1019,WHN,IOQ
G102,AOH,VNP
G1020,IOQ,WHN
G1021,WHN,IOQ
G1022,IOQ,WHN
G1028,IOQ,HAN
G1029,IOQ,HAN
G103,VNP,AOH
G1031,HAN,IOQ
G1032,IOQ,HAN
G1033,IOQ,HAN
G1034,HAN,IOQ
G1035,HAN,IOQ
G1036,IOQ,HAN
G1037,IOQ,HAN
G1038,HAN,IOQ
G104,AOH,VNP
G105,VNP,AOH
G106,AOH,VNP
G107,VNP,AOH
G108,AOH,VNP
G109,VNP,AOH
G11,VNP,AOH
G110,EPH,VNP
G1101,WHN,IZQ
G1102,IZQ,WHN
G1103,WHN,IZQ
G1105,WHN,IZQ
G1107,WHN,IZQ
G1108,IZQ,WHN
G1109,WHN,IZQ
G111,VNP,AOH
G1110,IZQ,WHN
G1112,IZQ,WHN
G1113,NKH,IZQ
G1114,IZQ,WHN
G1116,IZQ,WHN
G1117,WHN,IZQ
G112,AOH,VNP
G1120,IZQ,WHN
G1122,IZQ,WHN
G1123,WHN,IZQ
G1124,IZQ,WHN
G1125,WHN,IZQ
G1127,WHN,IZQ
G1128,IZQ,NKH
G1129,WHN,IZQ
G113,VNP,AOH
G1130,IZQ,WHN
G1133,WHN,IZQ
G1134,IZQ,WHN
G1135,WHN,IZQ
G1136,IZQ,WHN
G1138,IZQ,WHN
G114,AOH,VNP
G1140,IZQ,WHN
G1143,WHN,IZQ
G1145,HAN,IZQ
G1146,IZQ,HAN
G1147,IZQ,HAN
G1148,HAN,IZQ
G115,VNP,AOH
G1151,HKN,IZQ
G1152,IZQ,HKN
G1154,HKN,IZQ
G1155,KAN,IZQ
G1156,IZQ,KAN
G1158,KAN,IZQ
G116,AOH,VNP
G1161,WHN,IZQ
G1162,IZQ,WHN
G1165,HAN,IZQ
G1168,HAN,IZQ
G117,VNP,AOH
G118,AOH,VNP
G119,VNP,AOH
G12,SHH,VNP
G120,AOH,VNP
G1201,AOH,VAB
G1202,VAB,AOH
G1203,VAB,AOH
G1204,AOH,VAB
G1205,QHK,VAB
G1206,VAB,QHK
G1207,VAB,QHK
G1208,QHK,VAB
G121,VNP,AOH
G1211,AOH,CRT
G1212,CRT,AOH
G1213,CRT,AOH
G1214,AOH,CRT
G1215,SYT,CWQ
G1216,CWQ,SYT
G1217,CWQ,SYT
G1218,SYT,CWQ
G122,AOH,VNP
G1221,NGH,SBT
G1222,SBT,NGH
G1223,SBT,NGH
G1224,NGH,SBT
G1225,CEH,SBT
G1226,SBT,CEH
G1227,SBT,CEH
G1228,CEH,SBT
G1229,AOH,DUT
G123,VNP,AOH
G1230,DUT,AOH
G1231,DUT,AOH
G1232,AOH,DUT
G1233,AOH,JLL
G1234,JLL,AOH
G1235,JLL,AOH
G1236,AOH,JLL
G1237,SJP,JMB
G1238,JMB,SJP
G1239,JMB,SJP
G124,AOH,VNP
G1240,SJP,JMB
G1241,JNK,SBT
G1242,SBT,JGK
G1245,QHK,SBT
G1246,SBT,QHK
G1247,SBT,QHK
G1248,QHK,SBT
G125,VNP,AOH
G1251,DFT,AOH
G1252,AOH,DFT
G1253,AOH,DFT
G1254,DFT,AOH
G1255,AOH,CRT
G1256,CRT,AOH
G1257,CRT,AOH
G1258,AOH,CRT
G126,ENH,VNP
G1261,ZAF,QNB
G1262,QNB,ZAF
G1263,QNB,ZAF
G1264,ZAF,QNB
G1265,QHK,CRT
G1266,CRT,QHK
G1267,CRT,QHK
G1268,QHK,CRT
G127,VNP,AOH
G1271,WHN,SOT
G1272,SOT,WHN
G1273,SOT,WHN
G1274,WHN,SOT
G1275,WHN,VAB
G1276,VAB,WHN
G1277,VAB,WHN
G1278,WHN,VAB
G128,AOH,VNP
G1281,SBT,CXW
G1282,CXW,SBT
G1283,CXW,SBT
G1284,SBT,CXW
G1285,SBT,ZAF
G1286,ZAF,SBT
G1287,ZAF,SBT
G1288,SBT,ZAF
G1289,CRT,CWQ
G129,VNP,SHH
G1290,CWQ,CRT
G1291,CWQ,CRT
G1292,CRT,CWQ
G1293,DFT,EAY
G1294,EAY,DFT
G1295,EAY,DFT
G1296,DFT,EAY
G1297,SYT,SJP
G1298,SJP,SYT
G1299,SJP,SYT
G13,VNP,AOH
G130,SHH,VNP
G1300,SYT,SJP
G1301,AOH,IZQ
G1304,IZQ,AOH
G1305,AOH,IZQ
G1306,IZQ,AOH
G131,VNP,AOH
G1311,CUW,IOQ
G1312,IOQ,CUW
G1313,IOQ,CUW
G1314,CUW,IOQ
G1315,HAN,IZQ
G1316,IZQ,HAN
G1317,IZQ,HAN
G1318,HAN,IZQ
G132,AOH,VNP
G1321,AOH,KQW
G1322,KQW,AOH
G1328,KQW,AOH
